,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
1254,1285,5267,44,Gen X,Undergraduate,1,Divorced,33986.0,2013-03-14,43.0,16.0,2.0,18.0,2.0,1.0,5.0,44.0,1.0,1.0,0.0,4.0,3.0,7.0
1255,1286,339,42,Gen X,Postgraduate,1,Married,57091.0,2012-11-23,82.0,462.0,0.0,24.0,6.0,0.0,4.0,496.0,2.0,9.0,2.0,16.0,5.0,7.0
1256,1287,2516,45,Gen X,Postgraduate,2,Married,46831.0,2013-08-06,84.0,22.0,2.0,10.0,6.0,4.0,34.0,78.0,2.0,1.0,2.0,5.0,2.0,4.0
1257,1288,9010,42,Gen X,Postgraduate,0,Married,83151.0,2013-10-02,80.0,968.0,147.0,842.0,137.0,42.0,210.0,2346.0,1.0,5.0,7.0,22.0,10.0,2.0
1258,1289,378,43,Gen X,Undergraduate,0,Married,52531.0,2012-12-30,68.0,283.0,112.0,151.0,51.0,72.0,125.0,794.0,2.0,7.0,2.0,19.0,10.0,6.0
1259,1290,4808,58,Boomers,Undergraduate,0,Married,15759.0,2013-05-09,12.0,1.0,2.0,5.0,6.0,0.0,3.0,17.0,1.0,1.0,0.0,3.0,2.0,7.0
1260,1291,5068,43,Gen X,Undergraduate,1,Single,22804.0,2013-07-31,75.0,14.0,1.0,7.0,2.0,1.0,1.0,26.0,1.0,2.0,0.0,4.0,2.0,9.0
1261,1292,7628,41,Millenials,Postgraduate,1,Married,43050.0,2014-03-18,10.0,30.0,5.0,24.0,6.0,3.0,8.0,76.0,2.0,2.0,0.0,6.0,4.0,5.0
1262,1293,7128,37,Millenials,Postgraduate,2,Single,42997.0,2013-07-12,91.0,4.0,0.0,5.0,0.0,1.0,5.0,15.0,1.0,1.0,0.0,3.0,2.0,7.0
1263,1294,2811,51,Gen X,Postgraduate,2,Single,48918.0,2014-12-04,21.0,52.0,0.0,9.0,0.0,0.0,1.0,62.0,2.0,1.0,0.0,5.0,4.0,4.0
1264,1295,3551,60,Boomers,Postgraduate,1,Married,60033.0,2014-03-29,28.0,62.0,1.0,57.0,19.0,11.0,48.0,198.0,2.0,2.0,1.0,8.0,5.0,2.0
1265,1296,1663,36,Millenials,Postgraduate,1,Married,34043.0,2013-10-25,97.0,20.0,2.0,14.0,3.0,0.0,10.0,49.0,1.0,2.0,0.0,4.0,2.0,9.0
1266,1297,5543,48,Gen X,Undergraduate,1,Married,57811.0,2013-06-24,49.0,545.0,7.0,114.0,37.0,21.0,78.0,802.0,5.0,7.0,2.0,20.0,11.0,5.0
1267,1298,1577,68,Boomers,Undergraduate,0,Married,78569.0,2014-02-19,14.0,558.0,79.0,622.0,207.0,175.0,95.0,1736.0,1.0,4.0,6.0,14.0,4.0,1.0
1268,1301,6024,61,Boomers,Undergraduate,0,Married,94384.0,2013-04-03,62.0,1111.0,24.0,790.0,160.0,45.0,172.0,2302.0,0.0,5.0,8.0,18.0,5.0,2.0
1269,1302,1878,29,Millenials,Postgraduate,0,Married,23148.0,2014-02-18,83.0,4.0,6.0,8.0,6.0,3.0,10.0,37.0,1.0,2.0,0.0,5.0,3.0,7.0
1270,1303,3099,44,Gen X,Undergraduate,2,Divorced,44267.0,2013-02-25,48.0,183.0,5.0,65.0,3.0,5.0,49.0,310.0,5.0,5.0,2.0,11.0,4.0,9.0
1271,1304,6055,35,Millenials,Undergraduate,0,Married,71626.0,2012-01-11,94.0,546.0,72.0,376.0,94.0,145.0,72.0,1305.0,1.0,5.0,5.0,18.0,8.0,3.0
1272,1305,5841,48,Gen X,Undergraduate,1,Married,60894.0,2013-06-28,61.0,606.0,7.0,155.0,10.0,0.0,54.0,832.0,5.0,10.0,3.0,21.0,8.0,7.0
1273,1306,3972,38,Millenials,Undergraduate,2,Married,50200.0,2013-03-04,70.0,266.0,6.0,51.0,8.0,6.0,64.0,401.0,6.0,7.0,1.0,13.0,5.0,8.0
1274,1307,4394,49,Gen X,Postgraduate,0,Married,81051.0,2014-05-23,43.0,1142.0,29.0,249.0,38.0,29.0,14.0,1501.0,1.0,5.0,5.0,22.0,12.0,2.0
1275,1308,5758,32,Millenials,Undergraduate,0,Married,65169.0,2014-01-14,23.0,1074.0,0.0,69.0,0.0,0.0,46.0,1189.0,1.0,10.0,4.0,27.0,13.0,6.0
1276,1309,6658,42,Gen X,Undergraduate,1,Married,59868.0,2013-07-22,37.0,771.0,51.0,154.0,54.0,10.0,154.0,1194.0,7.0,11.0,2.0,25.0,12.0,6.0
1277,1310,4603,54,Gen X,Postgraduate,1,Married,65695.0,2014-01-31,50.0,371.0,32.0,189.0,0.0,58.0,6.0,656.0,2.0,5.0,4.0,19.0,10.0,4.0
1278,1311,8427,58,Boomers,Postgraduate,0,Single,64857.0,2012-11-23,78.0,556.0,14.0,717.0,210.0,0.0,43.0,1540.0,1.0,7.0,5.0,22.0,10.0,4.0
1279,1312,10260,49,Gen X,Postgraduate,1,Married,45143.0,2013-08-26,74.0,202.0,5.0,74.0,11.0,5.0,14.0,311.0,3.0,6.0,1.0,12.0,5.0,7.0
1280,1313,7143,59,Boomers,Postgraduate,1,Married,74805.0,2013-06-11,14.0,209.0,162.0,209.0,41.0,162.0,37.0,820.0,5.0,4.0,7.0,21.0,10.0,2.0
1281,1314,8789,25,Gen Z,Postgraduate,1,Married,59060.0,2014-11-01,77.0,35.0,40.0,111.0,36.0,40.0,12.0,274.0,3.0,3.0,1.0,11.0,7.0,4.0
1282,1315,6197,52,Gen X,Postgraduate,2,Single,27238.0,2013-04-20,39.0,37.0,0.0,17.0,0.0,0.0,3.0,57.0,3.0,3.0,0.0,6.0,3.0,9.0
1283,1316,4554,49,Gen X,Undergraduate,1,Married,47009.0,2013-01-10,89.0,171.0,45.0,73.0,59.0,10.0,90.0,448.0,4.0,3.0,2.0,13.0,8.0,4.0
1284,1317,4937,41,Millenials,Postgraduate,2,Married,46094.0,2014-10-06,62.0,12.0,2.0,20.0,3.0,2.0,5.0,44.0,1.0,1.0,0.0,4.0,3.0,7.0
1285,1318,1920,42,Gen X,Undergraduate,2,Married,40321.0,2013-07-29,59.0,44.0,4.0,21.0,6.0,0.0,27.0,102.0,2.0,3.0,0.0,6.0,3.0,7.0
1286,1319,8749,30,Millenials,Undergraduate,1,Married,37235.0,2014-01-02,68.0,20.0,2.0,9.0,4.0,6.0,20.0,61.0,1.0,1.0,1.0,4.0,2.0,4.0
1287,1320,1650,54,Gen X,Postgraduate,0,Married,81843.0,2013-04-22,13.0,779.0,86.0,537.0,34.0,69.0,138.0,1643.0,1.0,5.0,9.0,26.0,12.0,3.0
1288,1321,10377,56,Gen X,Postgraduate,1,Married,46692.0,2013-06-06,37.0,170.0,6.0,97.0,24.0,12.0,88.0,397.0,3.0,6.0,1.0,12.0,5.0,6.0
1289,1322,9206,46,Gen X,Undergraduate,1,Married,77382.0,2014-07-01,36.0,491.0,48.0,231.0,112.0,105.0,134.0,1121.0,2.0,5.0,7.0,24.0,12.0,1.0
1290,1323,10971,37,Millenials,Undergraduate,2,Single,37774.0,2012-03-09,28.0,173.0,8.0,107.0,7.0,2.0,176.0,473.0,4.0,7.0,2.0,12.0,3.0,9.0
1291,1324,6398,40,Millenials,Undergraduate,1,Married,18393.0,2014-03-29,2.0,7.0,10.0,13.0,16.0,0.0,4.0,50.0,2.0,3.0,0.0,6.0,3.0,8.0
1292,1325,9212,52,Gen X,Postgraduate,1,Married,72828.0,2013-02-14,17.0,1205.0,0.0,235.0,19.0,14.0,205.0,1678.0,6.0,6.0,3.0,22.0,13.0,7.0
1293,1326,7937,32,Millenials,Undergraduate,0,Married,24711.0,2014-04-18,86.0,10.0,7.0,25.0,6.0,3.0,7.0,58.0,1.0,3.0,0.0,6.0,3.0,7.0
1294,1327,839,39,Millenials,Postgraduate,1,Married,45503.0,2013-09-25,54.0,97.0,4.0,44.0,6.0,1.0,18.0,170.0,1.0,3.0,1.0,8.0,4.0,5.0
1295,1329,158,69,Boomers,Postgraduate,0,Married,71604.0,2013-11-17,3.0,345.0,53.0,528.0,98.0,75.0,97.0,1196.0,1.0,8.0,3.0,16.0,5.0,4.0
1296,1330,4832,35,Millenials,Undergraduate,1,Married,27244.0,2014-07-03,84.0,6.0,5.0,17.0,3.0,24.0,46.0,101.0,2.0,2.0,2.0,6.0,2.0,7.0
1297,1331,5621,45,Gen X,Undergraduate,2,Married,48752.0,2012-12-12,8.0,73.0,57.0,100.0,71.0,15.0,0.0,316.0,5.0,6.0,1.0,12.0,5.0,9.0
1298,1332,1945,52,Gen X,Undergraduate,1,Married,71434.0,2013-09-18,4.0,711.0,36.0,217.0,172.0,96.0,168.0,1400.0,3.0,7.0,4.0,18.0,7.0,4.0
1299,1333,5147,66,Boomers,Undergraduate,0,Single,90842.0,2013-07-29,57.0,774.0,70.0,118.0,182.0,187.0,93.0,1424.0,1.0,4.0,9.0,26.0,13.0,1.0
1300,1334,2535,36,Millenials,Postgraduate,1,Married,88097.0,2012-08-18,24.0,163.0,0.0,480.0,0.0,126.0,75.0,844.0,1.0,6.0,5.0,19.0,8.0,9.0
1301,1335,11039,39,Millenials,Undergraduate,1,Married,51948.0,2013-09-17,51.0,82.0,33.0,54.0,71.0,30.0,41.0,311.0,2.0,5.0,2.0,11.0,4.0,5.0
1302,1336,9495,32,Millenials,Undergraduate,0,Married,71853.0,2013-08-05,29.0,358.0,108.0,413.0,141.0,97.0,32.0,1149.0,1.0,2.0,8.0,16.0,6.0,1.0
1303,1337,9635,31,Millenials,Postgraduate,0,Married,35876.0,2014-04-20,13.0,66.0,2.0,40.0,4.0,3.0,14.0,129.0,1.0,3.0,1.0,7.0,3.0,6.0
1304,1338,2173,62,Boomers,Undergraduate,1,Divorced,40049.0,2013-10-16,23.0,13.0,6.0,7.0,0.0,3.0,3.0,32.0,1.0,1.0,0.0,4.0,3.0,6.0
1305,1339,942,32,Millenials,Undergraduate,1,Single,39660.0,2012-08-08,36.0,139.0,13.0,78.0,20.0,13.0,36.0,299.0,3.0,7.0,1.0,11.0,3.0,9.0
1306,1340,9386,52,Gen X,Undergraduate,1,Married,50127.0,2014-05-29,88.0,274.0,0.0,21.0,4.0,6.0,15.0,320.0,1.0,5.0,1.0,12.0,6.0,6.0
1307,1341,5510,37,Millenials,Postgraduate,1,Married,43263.0,2012-11-21,2.0,262.0,6.0,61.0,0.0,10.0,102.0,441.0,3.0,5.0,2.0,13.0,6.0,5.0
1308,1342,873,65,Boomers,Postgraduate,2,Married,62845.0,2012-01-10,3.0,1099.0,0.0,45.0,0.0,0.0,34.0,1178.0,11.0,3.0,4.0,17.0,10.0,8.0
1309,1343,2253,24,Gen Z,Undergraduate,0,Married,18929.0,2013-02-16,15.0,32.0,0.0,8.0,23.0,4.0,18.0,85.0,1.0,1.0,0.0,5.0,4.0,6.0
1310,1344,5181,32,Millenials,Undergraduate,1,Single,24367.0,2013-03-20,58.0,2.0,4.0,2.0,0.0,11.0,5.0,24.0,1.0,1.0,0.0,3.0,2.0,9.0
1311,1345,979,39,Millenials,Undergraduate,1,Single,33249.0,2013-02-20,11.0,6.0,10.0,21.0,19.0,14.0,42.0,112.0,2.0,2.0,1.0,6.0,3.0,6.0
1312,1346,10390,55,Gen X,Postgraduate,1,Married,26887.0,2013-10-02,27.0,6.0,7.0,4.0,3.0,4.0,6.0,30.0,1.0,1.0,0.0,4.0,3.0,6.0
1313,1347,4698,31,Millenials,Postgraduate,0,Married,50150.0,2013-06-20,32.0,135.0,46.0,92.0,65.0,61.0,11.0,410.0,2.0,5.0,2.0,14.0,7.0,5.0
1314,1348,7793,38,Millenials,Undergraduate,1,Married,62061.0,2013-08-31,12.0,641.0,7.0,84.0,0.0,30.0,38.0,800.0,3.0,10.0,4.0,21.0,7.0,6.0
1315,1349,1745,52,Gen X,Postgraduate,0,Divorced,85696.0,2013-03-05,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1313.0,1.0,4.0,6.0,19.0,9.0,1.0
1316,1350,10590,58,Boomers,Postgraduate,0,Married,76542.0,2013-03-30,91.0,794.0,73.0,573.0,0.0,29.0,14.0,1483.0,1.0,4.0,8.0,22.0,10.0,2.0
1317,1351,5080,21,Gen Z,Undergraduate,0,Single,70515.0,2013-10-21,12.0,420.0,0.0,452.0,182.0,64.0,140.0,1258.0,1.0,6.0,6.0,16.0,4.0,2.0
1318,1352,8369,27,Millenials,Undergraduate,1,Married,18227.0,2012-08-11,21.0,1.0,2.0,7.0,4.0,3.0,11.0,28.0,1.0,0.0,1.0,3.0,2.0,8.0
1319,1353,5232,49,Gen X,Undergraduate,1,Married,69139.0,2014-01-27,23.0,86.0,12.0,75.0,33.0,15.0,6.0,227.0,1.0,4.0,1.0,10.0,5.0,4.0
1320,1354,2407,32,Millenials,Undergraduate,0,Married,69109.0,2012-09-11,10.0,823.0,25.0,459.0,124.0,29.0,95.0,1555.0,1.0,6.0,6.0,19.0,7.0,4.0
1321,1355,3834,52,Gen X,Undergraduate,1,Single,69627.0,2013-03-17,35.0,231.0,161.0,215.0,171.0,30.0,53.0,861.0,2.0,8.0,2.0,21.0,11.0,5.0
1322,1356,7912,36,Millenials,Undergraduate,1,Married,38136.0,2013-04-22,69.0,8.0,15.0,27.0,0.0,20.0,33.0,103.0,2.0,3.0,1.0,6.0,2.0,8.0
1323,1357,7712,68,Boomers,Postgraduate,0,Single,62159.0,2014-04-28,68.0,182.0,17.0,259.0,77.0,70.0,29.0,634.0,1.0,6.0,2.0,18.0,10.0,4.0
1324,1358,1065,51,Gen X,Undergraduate,0,Single,80695.0,2013-12-29,85.0,557.0,129.0,984.0,193.0,37.0,18.0,1918.0,1.0,5.0,8.0,18.0,5.0,2.0
1325,1359,7275,43,Gen X,Postgraduate,2,Single,33316.0,2013-04-10,34.0,79.0,1.0,31.0,4.0,4.0,12.0,131.0,3.0,2.0,1.0,7.0,4.0,6.0
1326,1360,1343,46,Gen X,Undergraduate,2,Married,58554.0,2012-09-26,55.0,368.0,24.0,68.0,38.0,0.0,88.0,586.0,6.0,8.0,2.0,16.0,6.0,7.0
1327,1361,1384,22,Gen Z,Undergraduate,1,Married,17256.0,2013-11-23,10.0,6.0,4.0,14.0,8.0,8.0,22.0,62.0,2.0,2.0,1.0,5.0,2.0,8.0
1328,1362,9967,40,Millenials,Undergraduate,2,Divorced,53034.0,2013-05-30,30.0,160.0,15.0,196.0,15.0,11.0,50.0,447.0,8.0,6.0,1.0,14.0,7.0,8.0
1329,1363,6181,64,Boomers,Postgraduate,0,Married,52203.0,2012-07-31,36.0,488.0,21.0,238.0,56.0,108.0,28.0,939.0,1.0,8.0,7.0,26.0,11.0,6.0
1330,1364,10507,37,Millenials,Postgraduate,1,Divorced,59601.0,2013-07-25,14.0,691.0,7.0,69.0,0.0,7.0,23.0,797.0,4.0,2.0,2.0,11.0,7.0,8.0
1331,1365,2674,56,Gen X,Postgraduate,1,Single,75154.0,2012-04-09,79.0,543.0,10.0,205.0,160.0,143.0,82.0,1143.0,1.0,6.0,3.0,15.0,6.0,3.0
1332,1366,2698,38,Millenials,Undergraduate,1,Single,47025.0,2013-07-11,52.0,254.0,7.0,108.0,20.0,0.0,26.0,415.0,3.0,6.0,3.0,14.0,5.0,6.0
1333,1367,3231,41,Millenials,Undergraduate,1,Married,37971.0,2013-11-25,97.0,5.0,4.0,10.0,2.0,2.0,7.0,30.0,1.0,1.0,0.0,4.0,3.0,8.0
1334,1368,4096,46,Gen X,Postgraduate,1,Divorced,41335.0,2013-12-26,24.0,112.0,19.0,21.0,16.0,14.0,5.0,187.0,3.0,4.0,1.0,9.0,4.0,7.0
1335,1369,10476,56,Gen X,Undergraduate,1,Married,67267.0,2014-05-13,0.0,134.0,11.0,59.0,15.0,2.0,30.0,251.0,1.0,3.0,2.0,10.0,5.0,2.0
1336,1370,5948,39,Millenials,Undergraduate,1,Single,57338.0,2014-04-29,96.0,143.0,6.0,52.0,11.0,8.0,17.0,237.0,2.0,4.0,1.0,10.0,5.0,5.0
1337,1371,9140,54,Gen X,Postgraduate,2,Married,50523.0,2013-12-25,89.0,51.0,4.0,24.0,4.0,7.0,1.0,91.0,2.0,2.0,0.0,6.0,4.0,6.0
1338,1372,10258,49,Gen X,Postgraduate,3,Single,35791.0,2013-06-05,94.0,27.0,0.0,5.0,0.0,0.0,3.0,35.0,2.0,1.0,0.0,4.0,3.0,8.0
1339,1373,5675,54,Gen X,Postgraduate,1,Divorced,50611.0,2012-04-10,98.0,459.0,0.0,24.0,6.0,0.0,4.0,493.0,6.0,4.0,5.0,16.0,7.0,6.0
1340,1374,4743,45,Gen X,Postgraduate,1,Married,56242.0,2013-03-03,72.0,689.0,8.0,167.0,11.0,8.0,88.0,971.0,5.0,8.0,4.0,23.0,11.0,6.0
1341,1375,8805,54,Gen X,Undergraduate,1,Single,48904.0,2012-02-12,1.0,283.0,10.0,38.0,0.0,13.0,27.0,371.0,4.0,7.0,2.0,13.0,4.0,8.0
1342,1376,1542,39,Millenials,Undergraduate,3,Single,56243.0,2013-12-30,26.0,347.0,0.0,35.0,4.0,3.0,7.0,396.0,6.0,4.0,2.0,14.0,8.0,5.0
1343,1377,6770,29,Millenials,Undergraduate,1,Married,21355.0,2013-08-20,5.0,5.0,13.0,14.0,0.0,5.0,31.0,68.0,2.0,2.0,1.0,5.0,2.0,6.0
1344,1378,8773,43,Gen X,Postgraduate,1,Married,57420.0,2013-06-25,22.0,280.0,0.0,18.0,0.0,0.0,24.0,322.0,3.0,5.0,1.0,12.0,6.0,7.0
1345,1379,10475,44,Gen X,Postgraduate,1,Married,53376.0,2013-01-04,39.0,187.0,5.0,65.0,26.0,20.0,14.0,317.0,2.0,4.0,2.0,12.0,6.0,5.0
1346,1380,10420,59,Boomers,Postgraduate,1,Divorced,46390.0,2014-05-05,56.0,95.0,14.0,64.0,2.0,9.0,38.0,222.0,1.0,4.0,2.0,9.0,3.0,7.0
1347,1381,7514,58,Boomers,Postgraduate,2,Married,54342.0,2013-03-07,74.0,84.0,10.0,34.0,11.0,10.0,28.0,177.0,4.0,3.0,1.0,8.0,4.0,6.0
1348,1382,2902,56,Gen X,Undergraduate,2,Married,50286.0,2012-03-09,87.0,19.0,4.0,12.0,2.0,2.0,6.0,45.0,1.0,1.0,0.0,4.0,3.0,5.0
1349,1383,4345,50,Gen X,Postgraduate,2,Single,49504.0,2014-12-01,49.0,5.0,1.0,9.0,2.0,0.0,4.0,21.0,1.0,1.0,0.0,3.0,2.0,7.0
1350,1384,793,41,Millenials,Undergraduate,1,Married,20895.0,2012-06-10,24.0,18.0,3.0,17.0,3.0,0.0,4.0,45.0,1.0,2.0,0.0,5.0,3.0,9.0
1351,1385,10909,66,Boomers,Undergraduate,0,Married,92344.0,2014-01-15,9.0,992.0,24.0,694.0,51.0,19.0,119.0,1899.0,0.0,5.0,10.0,20.0,5.0,1.0
1352,1386,3769,42,Gen X,Postgraduate,1,Married,53376.0,2014-02-03,17.0,25.0,1.0,13.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,4.0,3.0,7.0
1353,1387,8702,38,Millenials,Postgraduate,2,Married,26907.0,2013-08-20,10.0,9.0,1.0,7.0,0.0,3.0,2.0,22.0,2.0,1.0,0.0,4.0,3.0,7.0
1354,1388,4791,34,Millenials,Undergraduate,2,Married,44964.0,2012-12-16,35.0,19.0,1.0,17.0,2.0,0.0,2.0,41.0,1.0,1.0,0.0,4.0,3.0,8.0
1355,1389,2963,35,Millenials,Undergraduate,0,Married,75507.0,2014-02-05,56.0,709.0,93.0,374.0,104.0,80.0,80.0,1440.0,1.0,8.0,6.0,20.0,6.0,3.0
1356,1390,8216,42,Gen X,Postgraduate,2,Married,53761.0,2013-11-10,7.0,158.0,0.0,76.0,13.0,7.0,71.0,325.0,6.0,4.0,4.0,11.0,3.0,5.0
1357,1391,8140,41,Millenials,Undergraduate,1,Married,22682.0,2013-03-10,51.0,10.0,14.0,29.0,4.0,2.0,36.0,95.0,3.0,2.0,1.0,7.0,4.0,4.0
1358,1392,10146,42,Gen X,Postgraduate,1,Married,38887.0,2014-02-03,17.0,25.0,1.0,13.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,4.0,3.0,7.0
1359,1393,5289,39,Millenials,Postgraduate,2,Single,41658.0,2012-09-11,30.0,8.0,4.0,12.0,15.0,4.0,29.0,72.0,2.0,1.0,1.0,4.0,2.0,4.0
1360,1394,2587,42,Gen X,Postgraduate,1,Married,29791.0,2014-05-15,21.0,14.0,0.0,6.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,5.0,3.0,5.0
1361,1395,4405,58,Boomers,Postgraduate,2,Married,63915.0,2013-07-30,2.0,622.0,7.0,115.0,30.0,0.0,15.0,789.0,2.0,6.0,3.0,21.0,12.0,5.0
1362,1396,8663,40,Millenials,Undergraduate,2,Divorced,39996.0,2014-05-22,85.0,11.0,0.0,3.0,0.0,0.0,1.0,15.0,1.0,1.0,0.0,3.0,2.0,6.0
1363,1397,2589,42,Gen X,Undergraduate,1,Divorced,26759.0,2014-07-02,65.0,25.0,3.0,16.0,8.0,5.0,2.0,59.0,2.0,2.0,1.0,6.0,3.0,6.0
1364,1398,3421,46,Gen X,Postgraduate,1,Divorced,63841.0,2013-04-21,64.0,635.0,15.0,100.0,20.0,7.0,131.0,908.0,1.0,9.0,3.0,21.0,9.0,6.0
1365,1399,10490,45,Gen X,Postgraduate,2,Married,51039.0,2012-10-12,11.0,100.0,64.0,79.0,65.0,0.0,109.0,417.0,2.0,6.0,2.0,12.0,4.0,7.0
1366,1400,4094,53,Gen X,Undergraduate,2,Married,60544.0,2012-08-25,92.0,201.0,2.0,43.0,3.0,5.0,35.0,289.0,4.0,5.0,1.0,11.0,5.0,6.0
1367,1401,9958,42,Gen X,Undergraduate,1,Married,65685.0,2014-03-29,54.0,642.0,14.0,49.0,0.0,7.0,57.0,769.0,1.0,9.0,2.0,20.0,9.0,5.0
1368,1402,2534,61,Boomers,Undergraduate,1,Married,37716.0,2014-04-21,4.0,97.0,1.0,41.0,6.0,2.0,41.0,188.0,2.0,4.0,1.0,8.0,3.0,7.0
1369,1403,4188,57,Gen X,Undergraduate,1,Single,36864.0,2012-08-13,53.0,204.0,5.0,39.0,17.0,0.0,89.0,354.0,3.0,5.0,2.0,11.0,4.0,8.0
1370,1404,6613,44,Gen X,Postgraduate,1,Married,44511.0,2012-12-10,39.0,513.0,7.0,133.0,46.0,14.0,14.0,727.0,6.0,8.0,4.0,20.0,8.0,8.0
1371,1405,10827,47,Gen X,Postgraduate,2,Married,36947.0,2012-07-08,49.0,88.0,3.0,21.0,4.0,1.0,29.0,146.0,4.0,3.0,0.0,7.0,4.0,9.0
1372,1406,5491,63,Boomers,Postgraduate,1,Married,47352.0,2013-11-04,70.0,172.0,12.0,112.0,8.0,0.0,15.0,319.0,4.0,6.0,1.0,12.0,5.0,7.0
1373,1407,8402,61,Boomers,Postgraduate,1,Married,67087.0,2013-12-17,40.0,329.0,35.0,222.0,130.0,35.0,43.0,794.0,2.0,7.0,5.0,20.0,8.0,4.0
1374,1408,8783,64,Boomers,Undergraduate,1,Married,57045.0,2012-08-09,40.0,296.0,13.0,104.0,11.0,13.0,17.0,454.0,3.0,4.0,2.0,15.0,9.0,3.0
1375,1409,10010,61,Boomers,Postgraduate,2,Divorced,36957.0,2012-06-09,43.0,100.0,2.0,16.0,2.0,1.0,31.0,152.0,4.0,3.0,2.0,7.0,2.0,9.0
1376,1410,618,37,Millenials,Postgraduate,1,Married,69389.0,2012-09-28,17.0,422.0,7.0,238.0,69.0,46.0,15.0,797.0,1.0,7.0,2.0,21.0,12.0,4.0
1377,1411,9121,42,Gen X,Undergraduate,1,Married,80134.0,2013-05-20,40.0,1218.0,16.0,272.0,104.0,0.0,80.0,1690.0,2.0,5.0,3.0,14.0,6.0,6.0
1378,1412,361,45,Gen X,Postgraduate,2,Married,43142.0,2014-02-18,84.0,5.0,1.0,7.0,2.0,1.0,4.0,20.0,1.0,1.0,0.0,3.0,2.0,7.0
1379,1413,4310,70,Boomers,Undergraduate,0,Married,80589.0,2014-01-22,25.0,507.0,93.0,520.0,242.0,40.0,26.0,1428.0,1.0,5.0,10.0,20.0,5.0,1.0
1380,1414,2678,24,Gen Z,Undergraduate,1,Single,34412.0,2013-02-13,62.0,52.0,12.0,50.0,4.0,36.0,55.0,209.0,3.0,5.0,0.0,8.0,3.0,9.0
1381,1415,6376,35,Millenials,Undergraduate,1,Single,57537.0,2013-10-06,83.0,191.0,56.0,139.0,51.0,8.0,100.0,545.0,4.0,4.0,3.0,15.0,8.0,4.0
1382,1416,524,48,Gen X,Undergraduate,0,Married,22634.0,2013-01-16,47.0,2.0,23.0,11.0,8.0,6.0,46.0,96.0,1.0,2.0,1.0,5.0,2.0,8.0
1383,1417,10341,66,Boomers,Undergraduate,0,Married,51315.0,2014-02-23,45.0,68.0,28.0,39.0,16.0,30.0,41.0,222.0,1.0,2.0,2.0,9.0,5.0,2.0
1384,1418,5654,42,Gen X,Undergraduate,3,Married,36026.0,2014-03-16,34.0,20.0,4.0,10.0,6.0,4.0,17.0,61.0,2.0,2.0,0.0,5.0,3.0,6.0
1385,1419,4098,41,Millenials,Undergraduate,2,Married,24639.0,2014-01-28,3.0,20.0,3.0,16.0,0.0,4.0,1.0,44.0,3.0,2.0,0.0,6.0,4.0,6.0
1386,1420,5824,42,Gen X,Postgraduate,3,Married,34578.0,2014-11-04,1.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,2.0,6.0
1387,1421,7000,42,Gen X,Postgraduate,0,Single,65704.0,2013-10-13,18.0,279.0,172.0,74.0,38.0,8.0,246.0,817.0,1.0,2.0,10.0,22.0,10.0,1.0
1388,1422,2561,48,Gen X,Undergraduate,1,Single,63810.0,2012-11-11,45.0,977.0,12.0,253.0,16.0,12.0,101.0,1371.0,4.0,4.0,3.0,19.0,12.0,8.0
1389,1423,5229,45,Gen X,Postgraduate,1,Married,54132.0,2014-02-16,81.0,30.0,1.0,8.0,0.0,0.0,3.0,42.0,1.0,1.0,0.0,4.0,3.0,7.0
1390,1424,4086,55,Gen X,Undergraduate,0,Married,18690.0,2012-12-28,77.0,6.0,1.0,7.0,23.0,4.0,19.0,60.0,1.0,1.0,1.0,4.0,2.0,8.0
1391,1425,2428,44,Gen X,Undergraduate,1,Married,28164.0,2013-04-05,23.0,3.0,18.0,26.0,11.0,8.0,12.0,78.0,3.0,2.0,0.0,6.0,4.0,7.0
1392,1426,8254,40,Millenials,Postgraduate,1,Married,34596.0,2013-04-13,48.0,14.0,0.0,2.0,0.0,0.0,7.0,23.0,1.0,1.0,0.0,3.0,2.0,8.0
1393,1427,2836,42,Gen X,Postgraduate,1,Married,43269.0,2013-09-16,61.0,10.0,1.0,7.0,0.0,0.0,1.0,19.0,1.0,1.0,0.0,3.0,2.0,8.0
1394,1428,8418,56,Gen X,Postgraduate,2,Single,38741.0,2014-03-30,60.0,7.0,10.0,17.0,8.0,6.0,13.0,61.0,2.0,2.0,0.0,5.0,3.0,7.0
1395,1429,1362,42,Gen X,Undergraduate,0,Single,31907.0,2013-04-03,75.0,33.0,87.0,64.0,175.0,16.0,74.0,449.0,1.0,6.0,1.0,13.0,6.0,7.0
1396,1430,7152,31,Millenials,Postgraduate,1,Married,27100.0,2013-05-04,64.0,12.0,0.0,13.0,2.0,0.0,10.0,37.0,1.0,1.0,0.0,4.0,3.0,7.0
